composition,band_gap
Se1S1,1.9
C1Br4,3.7
C1I4,2.26
W1O3,2.8
W1Se2,1.45
Pb1O2,1.7
Pb1Cl2,3.94
Pb1N6,3.02
Pb1Br2,3.31
Pb1I2,2.54
Pb1S1,0.37
Pb1Se0.01S0.99,0.37
Pb1Se0.5S0.5,0.33
Pb1Se0.9S0.1,0.27
Pb1Se0.95S0.05,0.26
Pb1Se0.99S0.01,0.26
Pb1Se1,0.26
Pb1Se1O4,4.3
Pb2O3,1.67
Pb2N2Se1O9,3.76
Pb3O4,2.12
Pb3Br2Se2O6,3.73
Pb17O8Cl18,3.44
Rh0.67S2,1.5
Rh0.67Se2,0.7
Rh1S3,1.5
Rh1S1Se1,0.7
Rh1Se2,0.6
Rh1Se3,0.7
Rh2S3,0.8
Pt0.97S2,0.95
Pt1S1,0.64
Pt1S2,0.75
Pt1Se2,0.1
Ru1S2,1.8
Ru1Se2,1.0
Pd1O1,0.8
Pd1I2O6,1.31
Pd1S1,0.5
Pd1S2,0.75
Pd1Se1,0.2
Pd1Se2,0.4
Os1S2,2.0
Ir0.67S2,2.0
Ir0.67Se2,0.45
Ir1S2,0.9
Ir1S1Se1,1.2
Ir1Se2,0.9
H6Pt1I6O20,2.12
N1H7Se2O6,4.81
P1Se1,2.5
Ru1P1S1,1.4
Pd1P1S1,1.4
Pd1P1Se1,0.15
Os1P1S1,1.4
Os1P1Se1,1.4
Pb1H1P1O3,3.97
P2Se3,2.4
P2Se5,2.2
Rh1P2,1.0
Pt1P2,0.6
Ru1P2,1.0
Pd1P2,0.65
Pd3P2S8,2.12
Os1P2,1.2
Ir1P2,1.0
Ru1P4,0.38
Os1P4,0.6
As1Br3,2.6
As1I3,2.47
As1S1,2.4
As1S1I1,2.05
As1S3,2.35
As1Se1I1,1.76
Ru1As1S1,1.2
Os1As1S1,1.3
P1As1,0.23
Pt1P1As1,0.4
Ru1P1As1,0.8
Pd1P1As1,0.45
As2O3,4.0
As2S3,2.43
As2S5,2.48
As2Se3,1.8
Rh1As2,1.15
Pt1As2,0.55
Ru1As2,0.8
Os1As2,0.92
Ir1As2,1.0
Mo1O3,3.66
Mo1Se2,1.6
Pb1Te0.01Se0.99,0.26
Pb1Te0.05Se0.95,0.26
Se0.6Te0.4,1.2
Se0.5Te0.5,1.0
Pb1Te0.5Se0.5,0.29
Se0.4Te0.6,0.7
Se0.2Te0.8,0.4
Pb1Te0.99Se0.01,0.3
Te1O2,3.0
Te1I1,1.1
Te1I4,1.1
Se1Te1,1.58
Te1Se3,1.87
Pb1Te1,0.29
Pb3Cl4Te1O3,3.79
As1Te1,0.74
Ru1Te2,0.25
Pd1Te2,1.8
Os1Te2,0.3
Mo1Te2,1.1
As2Te3,1.68
Sb1I3,2.41
Sb1S1Br1,2.21
Sb1S1I1,1.93
Sb1Se1Br1,1.84
Sb1Se1I1,1.68
Pb1Sb1O2Br1,2.67
Pb1Sb1O2I1,2.48
Pb2Sb1S2I3,2.0
Ru1Sb1Se1,0.9
Os1Sb1S1,1.2
Os1Sb1Se1,0.4
As1Sb1,1.6
Sb1Te1I1,1.28
Rh1Sb1Te1,0.5
Ru1Sb1Te1,0.5
Os1Sb1Te1,0.05
Sb2O3,3.2
Sb2S3,1.71
Sb2Se3,1.15
Pb1Sb2Se4,1.8
Pt1Sb2,0.11
Ru1Sb2,0.3
Os1Sb2,0.21
Sb2Te3,0.24
Sb3O4I1,2.61
Sb5O7I1,1.95
Pb4Sb6Se13,0.65
Pb6Sb6Se17,0.8
Sb8O11I2,2.72
Pb2B1O3Cl1,3.99
Pb6B1Br1O7,2.84
Pb7B1O7Br3,2.62
Pb2B1O4H1,3.76
B1P1,4.2
B1As1,1.46
B1Sb1,2.6
Pb1Sb1B1S4,1.8
B2O3,4.89
Se2B2O7,4.64
Pb6B2Mo1O12,2.9
Pb3B3O10N1,3.64
Pb10B3O13Br3,3.25
Pb2B3O7.5H2,4.42
B4C1,1.64
Pb6B4O13H2,3.24
B6P1,3.3
As1B6,1.51
Pb0.999Se0.999Bi0.002Te0.003,0.79
Pb0.98Se0.98Bi0.04Te0.06,0.28
Pb0.9Se0.9Bi0.2Te0.3,0.25
Bi0.2Te3Sb1.8,0.28
Pb0.8Se0.8Bi0.4Te0.6,0.22
Bi0.4Te3Sb1.6,0.21
Bi0.6Te3Sb1.4,0.2
Bi1O1Cl1,3.46
Bi1O1Br1,2.92
Bi1Br3,2.66
Bi1O1I1,1.89
Bi1I1O3F2,3.97
Bi1I3,1.93
Bi1S1Cl1,1.89
Bi1S1Br1,1.92
Bi1S1I1,1.58
Bi1Se1,0.4
Bi1F1Se1O3,3.83
Bi1Se1Br1,1.54
Bi1Se1I1,1.3
Pb1Bi1O2Cl1,2.45
Pb1Bi1O2Br1,2.3
Pb2Bi1S2I3,1.6
Bi1P1O4,3.85
Pb3Bi1P3O12,3.7
Bi1Te1N1O6,3.62
Bi1Te1I1,0.46
Bi1Sb0.15,0.02
Bi1Te3Sb1,0.19
Pb1Bi1B1O4,3.2
Bi1.4Te3Sb0.6,0.17
Bi1.6Te3Sb0.4,0.16
Bi1.8Te3Sb0.2,0.15
Bi1.98Te3Sb0.02,0.14
Bi2O3,2.86
Bi2I4O13,3.3
Bi2S1I2O11,3.74
Bi2S3,1.3
Bi2Se1I2O11,3.7
Bi2Se3,0.4
Bi2O5C1,3.42
Bi2As1O4Cl1,3.43
Bi2Mo2Se2O13,3.15
Bi2Mo3O12,2.9
Bi2Te0.03Se2.97,0.27
Bi2Te0.1Se2.9,0.78
Bi2Te0.3Se2.7,0.24
Bi2Te0.4Se2.6,0.7
Bi2Te0.45Se2.55,0.2
Bi2Te0.6Se2.4,0.28
Bi2Te0.9Se2.1,0.28
Bi2Te1.2Se1.8,0.28
Bi2Te1.5Se1.5,0.29
Bi2Te2S1O10,3.6
Bi2Te2Se1,0.3
Bi2Te2.1Se0.9,0.29
Bi2Te2.4Se0.6,0.25
Bi2Te2.7Se0.3,0.21
Bi2Te2.97Se0.03,0.15
Bi2Te3,0.25
Bi3F3I4O13,3.7
Bi3Se2N1O11,3.59
Bi3Te1B1O9,2.6
Pb7Bi4Se13,0.29
Bi4Pd1Se4O12,2.06
Bi5O7I1,2.76
Bi7F11O5,4.05
Bi8Te7S5,0.4
Bi9O7.5S6,1.27
Bi12P1O20,3.25
Bi24B1O39,2.91
Pb0.99Ge0.01Se1,0.27
Pb0.99Se0.99Ge0.01Te0.01,0.23
Pb0.99Te0.99Ge0.01S0.01,0.32
Pb0.99Ge0.01Te1,0.32
Pb0.98Te0.98Ge0.02S0.02,0.34
Pb0.97Se0.97Ge0.03S0.03,0.28
Pb0.95Se0.95Ge0.05S0.05,0.29
Pb0.95Ge0.05Se1,0.28
Pb0.95Te0.95Ge0.05S0.05,0.4
Pb0.95Ge0.05Te1,0.34
Pb0.94Se0.94Ge0.06Te0.06,0.28
Pb0.9Se0.9Ge0.1S0.1,0.32
Pb0.9Ge0.1Se1,0.3
Pb0.9Ge0.1Te1,0.35
Pb0.85Se0.85Ge0.15S0.15,0.34
Pb0.85Se0.85Ge0.15Te0.15,0.32
Pb0.85Ge0.15Te1,0.36
Pb0.8Ge0.2Se1,0.35
Pb0.8Se0.8Ge0.2Te0.2,0.36
Pb0.8Ge0.2Te1,0.4
Pb0.75Ge0.25Te1,0.44
Pb0.7Ge0.3Se1,0.4
Pb0.7Ge0.3Te1,0.48
Pb0.61Ge0.39Te1,0.56
Pb0.6Ge0.4Te1,0.51
Pb0.59Ge0.41Te1,0.49
Ge1O2,5.56
Ge1I2,1.5
Ge1S1,1.69
Ge1S2,3.6
Ge1Se1,1.18
Ge1Se2,2.38
Ge1Se2O6,5.27
Pb1Ge1S3,2.4
Pb2Ge1Se4O12,4.1
Ge1P1,0.95
Ge1As1,1.45
Ge1As2,1.06
Ge1Te2,0.3
Bi12Ge1O20,3.25
Ge2Sb2Te5,0.5
Ru2Ge3,0.52
Bi3Ge3O10.5,3.3
Ge40Te5.3I8,0.8
Hg1O1,2.21
Hg1Cl1,3.5
Hg1Cl2,4.45
Hg1Br1,2.6
Hg1Br1Cl1,3.4
Hg1Br2,3.59
Hg1I1,2.37
Hg1S1,2.1
Hg1Se1,0.24
Hg1P1S3,2.6
Hg1Te1,0.18
Hg1Br1Te1,2.06
Hg1I1Te1,1.85
Hg3P1S3,1.98
Hg3P1S4,2.03
Hg3S2Bi2Cl8,3.26
Hg3Te2Bi2Cl8,2.8
Hg5As1S2I3,1.57
Hg7.5As4Cl6,1.73
Hg8As4Bi3Cl13,2.43
Pb0.999Se1Sn0.001,0.32
Pb0.999Sn0.001Te1,0.23
Pb0.99Sn0.01Se1,0.22
Pb0.99Sn0.01Te1,0.23
Pb0.97Se1Sn0.03,0.29
Pb0.97Sn0.03Te1,0.3
Pb0.95Se1Sn0.05,0.19
Pb0.94Se1Sn0.06,0.19
Pb0.94Sn0.06Te1,0.28
Pb0.93Sn0.07Se1,0.08
Pb0.92Sn0.08Se1,0.06
Pb0.92Se0.92Sn0.08Te0.08,0.22
Pb0.92Sn0.08Te1,0.16
Pb0.9Sn0.1Se1,0.17
Pb0.9Sn0.1Te1,0.16
Pb0.87Sn0.13Se1,0.02
Pb0.85Sn0.15Se1,0.14
Pb0.85Se0.85Sn0.15Te0.15,0.18
Pb0.85Sn0.15Te1,0.15
Pb0.83Sn0.17Se1,0.04
Pb0.83Sn0.17Te1,0.15
Pb0.8Sn0.2Se1,0.06
Pb0.8Se0.8Sn0.2Te0.2,0.14
Pb0.8Sn0.2Te1,0.11
Pb0.77Sn0.23Te1,0.04
Pb0.75Sn0.25Se1,0.04
Pb0.75Sn0.25Te1,0.04
Pb0.72Se0.72Sn0.28Te0.28,0.12
Pb0.65Se0.65Sn0.35Te0.35,0.09
Pb0.01Sn0.99Te1,0.3
Sn1O1,3.0
Sn1O2,3.6
Sn1Cl2,3.9
Sn1Br2,3.5
Sn1I2,2.4
Sn1I4,2.38
Sn1S1,1.2
Sn1S2,2.43
Sn1S0.99Se0.01,1.11
Sn1S0.8Se0.2,1.03
Sn1S0.4Se0.6,0.98
Sn1S0.25Se0.75,0.94
Sn1S0.01Se0.99,0.89
Sn1Se1,0.95
Sn1Se2,1.62
Pb1Sn1S3,1.05
Sn1Te1,0.33
Ge1Sn1,0.8
Sn1Ge1S3,2.23
Hg1Sn1O3,1.6
Sn2S1,0.85
Sn2W1O5,2.6
Sn2Sb1S2I3,1.5
Sn2Bi1S1I5,1.32
Sn2Bi1S2I3,1.22
Sn3W1O6,2.49
Ir2Sn3Se3,0.43
Sn3As2,0.47
Ag0.5Pb1.75Ge1S4,1.83
Ag0.5Pb1.75Ge1Se4,1.51
Ag1F1,2.8
Ag1O1,1.57
Ag1Cl1,5.13
Ag1N3,3.44
Ag1Br1,2.52
Ag1I1,2.92
Ag1S1,1.2
Ag1S1O4,0.18
Ag1Pd1I3O9,1.5
Ag1P15,1.47
Ag1As1S2,2.26
Ag1As1Se2,1.4
Ag1Te1,0.85
Ag1As1Te2,0.8
Ag1Sb1S2,1.9
Ag1Sb1Se2,0.67
Ag1Sb1Te2,0.48
Ag1Bi1S2,0.9
Ag1Bi1Se2,0.34
Ag1Pb1Bi1S3,1.2
Ag1Pb1Bi1Se3,0.13
Ag1Bi1P2S6,1.7
Ag1Bi1P2Se6,1.4
Ag2O1,1.5
Ag2S1,1.03
Ag2Pd1O2,0.18
Ag2Mo1I4O14,3.06
Ag2Ge1S3,1.98
Ag2Ge1Se3,0.91
Ag2Ge1Te3,0.07
Ag2Hg1I4,2.47
Ag2Sn1S3,1.37
Ag2Sn1Se3,0.81
Ag3As1S3,2.1
Ag3As1Se3,2.1
Ag3Sb1S3,2.05
Ag5I1O6,1.4
Ag7As1S6,1.0
Ag7As1Se6,1.0
Ag8Ge1S6,1.18
Ag8Sn1Se6,0.71
Ni1O1,4.0
Ni1S2,0.64
Ni1C2N2,2.0
Ni1P2,0.5
Ni1Te1,0.23
Ni2Te3O8,3.84
Tc1S2,1.0
Tc1Se2,0.88
Ge0.999Si0.001,0.65
Ge0.97Si0.03,0.67
Ge0.9355Si0.0645,1.04
Ge0.93Si0.07,1.04
Ge0.92Si0.08,0.72
Ge0.9Si0.1,0.8
Ge0.891Si0.109,1.13
Ge0.88Si0.12,0.84
Ge0.838Si0.162,1.32
Ge0.8Si0.2,0.86
Ge0.774Si0.226,1.5
Ge0.7Si0.3,0.88
Ge0.653Si0.347,1.91
Ge0.6Si0.4,0.9
Ge0.542Si0.458,2.24
Ge0.4Si0.6,0.94
Ge0.3Si0.7,1.0
Ge0.2Si0.8,1.1
Ge0.1Si0.9,1.04
Ge0.06Si0.94,1.06
Ge0.02Si0.98,1.08
Ge0.001Si0.999,1.09
Si1Se2,1.73
Si1P1,2.0
Si1P2,1.89
Si1As1,1.48
Si1As2,0.88
Si1Te2,1.85
Sb1Si1,1.9
Si1B3,2.0
Bi12Si1O20,3.2
Ge1Si1,0.88
Sn1Si1,0.59
Si2Te3,2.03
Si3N4,5.1
Ru2Si3,0.44
Si15P8Te4,1.24
Re1O3,2.3
Re1S2,1.1
Re1Se2,0.99
Re1Si2,0.13
Cu0.5Pb1.75Ge1S4,1.48
Bi2Cu0.96Se3I1,0.68
Cu1Cl1,3.27
Cu1N3,4.17
Cu1Br1,2.99
Cu1I1,3.05
Cu1P1S3,2.2
Cu1P2,1.45
Cu1Sb1S2,1.38
Cu1Sb1Se2,1.05
Pb1Cu1Sb1S3,1.31
Cu1B1S2,3.61
Bi1Cu1O1S1,1.07
Bi1Cu1O1Se1,0.82
Cu1Pb1Bi1S3,0.12
Cu1Pb1Bi1Se3,0.07
Cu1Bi1P2Se6,1.2
Hg1Cu1Se2O6,3.25
Cu1Ni1C4N4,2.7
Cu1.8S1,2.3
Cu2O1,2.59
Cu2Se1,1.29
Cu2W1Se4,1.65
Cu2Te1,1.08
Cu2Te3O8,2.64
Cu2Ge1S3,0.53
Cu2Ge1Se3,1.1
Cu2Sn1Se3,0.7
Cu3As1S4,1.24
Cu3As1Se4,0.65
Cu3Sb1S4,0.8
Cu3Sb1Se4,0.31
Bi6Cu3S10I1,0.72
Hg2Cu3Te6O16,2.56
Cu4Sn7S16,0.8
Pb1Co1O3,0.28
Co1P1S1,0.4
Co1P2,0.35
Co1P3,0.45
Co1As1S1,0.6
Co1As1Se1,0.2
Co1As3,0.4
Co1Te1.88,0.2
Co1Sb1S1,0.11
Co1Sb2,0.17
Co1Sb3,0.5
Co2Te3O8,3.6
Fe1I2,5.15
Fe1P1S1,0.25
Fe1P4,0.32
Fe1As1S1,0.4
Fe1As1Se1,0.6
Bi1Fe1Se3O9,2.54
Bi25Fe1O39,2.8
Ag1Fe1Se2,0.23
Ag1Fe1Te2,0.31
Fe1Si2,0.9
Cu1Fe1S2,0.5
Cu1Fe1Se2,0.16
Cu1Fe1Te2,0.16
Fe2O3,2.2
Fe2Te3,0.34
Fe2P3B1O12,3.52
Fe4I3O24H15,2.3
Pb0.999Te1Ga0.001,0.3
Pb0.995Te1Ga0.005,0.37
Pb0.99Te1Ga0.01,0.42
Pb0.96Te1Ga0.04,0.37
Pb0.93Te1Ga0.07,0.34
Ga0.9Sb0.9Hg0.1Te0.1,0.65
Ga0.95Sb0.95Hg0.05Te0.05,0.69
Ga0.99Sb0.99Hg0.01Te0.01,0.72
Ga1N1,3.44
Ga1S1,2.59
Ga1Se1,2.09
Ga1H1Se1O4,5.51
Ga1P1,2.75
Ga1As0.01P0.99,2.23
Ga1As0.1P0.9,1.22
Ga1As0.2P0.8,2.2
Ga1As0.3P0.7,2.16
Ga1As0.4P0.6,2.1
Ga1As0.5P0.5,2.0
Ga1As0.6P0.4,1.91
Ga1As0.7P0.3,1.8
Ga1As0.8P0.2,1.62
Ga1As0.9P0.1,1.5
Ga1As0.99P0.01,1.37
Ga1As1,1.48
Ga1Te1,1.67
Ga1As0.99Sb0.01,0.7
Ga1As0.86Sb0.14,0.66
Ga1As0.75Sb0.25,0.65
Ga1As0.7Sb0.3,0.67
Ga1As0.65Sb0.35,0.68
Ga1As0.2Sb0.8,1.02
Ga1As0.15Sb0.85,1.1
Ga1As0.05Sb0.95,1.28
Ga1As0.01Sb0.99,1.37
Ga1Sb1,0.78
Ga1Bi1,0.1
Bi25Ga1O39,2.99
Ga1Ge1Te1,1.1
Ag1Ga1O2,2.2
Ag1Ga1S2,2.64
Ag1Ga1Se2,1.66
Ag1Ga1Te2,1.1
Ag1Ga1Ge1S4,3.0
Ag1Ga1Ge3Se8,2.17
Ag1Ga1Ge5Se12,2.14
Ga1Tc1,1.42
Ag1Ga1Si1Se4,2.63
Cu1Ga1O2,1.47
Cu1Ga1S2,2.44
Cu1Ga1Se2,1.6
Cu1Ga1Te2,1.0
Cu1Ga1Ge1Se4,1.38
Ga1.001Sb0.999Se0.003,0.71
Ga1.001Sb0.999Te0.003,0.72
Ga1.002Sb0.998Se0.006,0.7
Ga1.002Sb0.998Te0.006,0.7
Ga1.005Sb0.995Se0.015,0.64
Ga1.005Sb0.995Te0.015,0.68
Ga1.01Sb0.99Se0.03,0.62
Ga1.01Sb0.99Te0.03,0.68
Cu0.99Ga1.01Se2.01,1.59
Ga1.02Sb0.98Se0.06,0.63
Ga1.02Sb0.98Te0.06,0.68
Ga1.05Sb0.95Se0.15,0.66
Ga1.05Sb0.95Te0.15,0.68
Ga1.1Sb0.9Se0.3,0.67
Ga1.1Sb0.9Te0.3,0.7
Cu0.9Ga1.1Se2.1,1.59
Cu0.8Ga1.2Se2.2,1.58
Cu0.5Ga1.5S2.5,2.46
Cu0.5Ga1.5Se2.5,1.76
Cu0.4Ga1.6S2.6,2.45
Cu0.35Ga1.65S2.65,2.57
Cu0.35Ga1.65Se2.65,1.81
Cu0.3Ga1.7S2.7,2.6
Cu0.2Ga1.8S2.8,2.65
Cu0.2Ga1.8Se2.8,1.86
Cu0.15Ga1.85Se2.85,1.92
Cu0.1Ga1.9S2.9,2.65
Cu0.05Ga1.95S2.95,2.64
Cu0.05Ga1.95Se2.95,1.96
Cu0.01Ga1.99Se2.99,1.99
Ga2O3,4.54
Ga2S3,2.84
Ga2Se2O7,4.61
Ga2Se3,2.05
Pb1Ga2S4,2.38
Pb1Ga2Se4,1.83
Ga2Te3,1.45
Ga2Te3O9,4.14
Pb1Ga2Ge1Se6,1.96
Ga2Ge1Te3,0.85
Hg1Ga2S4,2.79
Hg1Ga2Se4,1.95
Sn1Ga2Ge1S6,2.04
Pb1Ga2Si1Se6,2.17
Ag2Ga2Si1S6,2.35
Cu1Ga2S3.5,2.42
Cu1Ga2Se4,0.63
Ag3Ga3Si1Se8,2.3
Cu1Ga3Se5,1.81
Cu1Ga3Te5,1.09
Pb1Ga4S7,3.08
Sn1Ga4S7,3.1
Sn1Ga4Se7,2.55
Cu2Ga4Te7,1.08
Pb4Ga5Ge1S12,2.35
Pb4Ga5Ge1Se12,1.91
Pb0.999Te1In0.001,0.3
Pb0.995Te1In0.005,0.43
Pb0.99Te1In0.01,0.53
In0.01P0.01Ga0.99As0.99,1.43
Ga0.99In0.01As1,1.4
Pb0.96Te1In0.04,0.37
Pb0.93Te1In0.07,0.32
In0.1As0.1Ga0.9P0.9,2.25
In0.1P0.1Ga0.9As0.9,1.6
In0.2As0.2Ga0.8P0.8,2.15
In0.2P0.2Ga0.8As0.8,1.58
Ga0.8In0.2As1,1.07
In0.3Ga0.7P1,2.2
In0.3As0.3Ga0.7P0.7,2.05
In0.3P0.3Ga0.7As0.7,1.67
Ga0.7In0.3As1,1.0
In0.4Ga0.6P1,2.05
In0.4As0.4Ga0.6P0.6,1.85
In0.4P0.4Ga0.6As0.6,1.74
Ga0.6In0.4As1,0.81
Cu1Ga1.6In0.4S3.5,2.15
In0.5Ga0.5P1,1.9
In0.5As0.5Ga0.5P0.5,1.55
Ga0.5In0.5As1,0.75
In0.6As0.6Ga0.4P0.4,1.25
In0.7P0.7Ga0.3As0.3,1.58
Ga0.28In0.72As1,0.55
In0.8P0.8Ga0.2As0.2,1.4
In0.8As0.8Ga0.2P0.2,0.85
Ga0.2In0.8As1,0.5
In0.9P0.9Ga0.1As0.1,1.32
In0.9As0.9Ga0.1P0.1,0.45
In0.99P0.99Ga0.01As0.01,1.3
In0.99As0.99Ga0.01P0.01,0.3
In1N1,2.11
In1S1,2.06
In1Se1,1.25
In1P1,1.35
In1P1S4,3.12
In1P2S4,2.75
In1P2Se4,1.29
In1As1,0.4
In1As1I1,0.41
In1Sb0.01As0.99,0.17
In1Sb0.1As0.9,0.14
In1Sb0.2As0.8,0.12
In1Sb0.3As0.7,0.11
In1Sb0.4As0.6,0.1
In1Sb0.5As0.5,0.1
In1Sb0.6As0.4,0.13
In1Sb0.7As0.3,0.16
In1Sb0.8As0.2,0.21
In1Sb0.9As0.1,0.27
In1Sb0.99As0.01,0.35
In1Sb1,0.22
In1Sb2S4Cl1,1.8
In1Sb2S4Br1,1.8
In1Sb2Se4Br1,1.35
In1Bi2S4Cl1,1.5
In1Bi2S4Br1,1.5
In1Bi2Se4Br1,1.21
Hg4As2.5In1Br3.5,1.71
Hg7In1S6Cl5,2.54
In1Sn1As1Se1,0.26
In1Sn2As2Se1,0.2
Ag1In1O2,4.2
Ag1In1S2,1.9
Ag1In1Se2,1.18
Ag1In1Te2,0.96
Ag1.75In1Sb5.75Se11,0.94
Cu1In1S2,1.54
Cu1In1Se2,0.95
Cu1In1Te2,0.89
Cu1In1Ge1Se4,1.3
Cu1Ga1In1S3.5,1.84
Cu0.99In1.01Se2.01,1.08
Cu0.95In1.05Se2.05,1.07
Cu0.9In1.1Se2.1,1.06
Cu0.7In1.3Se2.3,1.1
Cu0.5In1.5Se2.5,1.24
Cu0.4In1.6Se2.6,1.32
Cu1Ga0.4In1.6S3.5,1.55
Cu0.35In1.65Se2.65,1.19
Cu0.3In1.7Se2.7,1.21
Cu0.2In1.8Se2.8,1.26
Cu0.15In1.85Se2.85,1.32
Cu0.1In1.9Se2.9,1.45
Cu0.01In1.99Se2.99,1.45
In2O3,2.8
In2S3,2.0
In2Se1,0.69
In2Se2O7,2.97
In2Se3,1.2
In2As2O5Cl2,4.62
In2Te1,0.46
In2P3B1O12,5.39
In2Bi3Se7I1,1.38
In2Ge1Te3,0.68
Hg1In2S4,2.0
Hg1In2Se4,0.6
Hg1In2Te4,1.17
Hg6P6In2Cl9,3.13
Cu1In2S3.5,1.43
Fe1In2Se4,1.15
Ag1In3Te5,0.68
Cu1In3S5,1.2
Cu1In3Se5,0.6
Cu1In3Te5,1.01
In4S5,0.9
In4Se3,0.64
In4As5O12Br3,4.22
In4Te3,0.5
Bi3In4S10,1.42
Cu2In4Te7,1.1
In5Se6,0.14
Ag1In5S8,1.76
Ag1In5Te8,0.47
Cu1In5S8,1.34
In6S7,0.89
In6Se7,0.64
Ag1In9Te14,1.5
Bi14.7In11.3S38,1.45
Hg0.99Cd0.01Se1,1.72
Ga0.99Sb0.99Cd0.01Te0.01,0.72
In0.99As0.99Cd0.01Te0.01,0.76
In0.98As0.98Cd0.02Te0.02,0.73
In0.97As0.97Cd0.03Te0.03,0.71
In0.96As0.96Cd0.04Te0.04,0.69
Ga0.95Sb0.95Cd0.05Te0.05,0.74
In0.95As0.95Cd0.05Te0.05,0.68
In0.94As0.94Cd0.06Te0.06,0.68
In0.93As0.93Cd0.07Te0.07,0.68
Hg0.9Cd0.1Se1,1.32
Ga0.9Sb0.9Cd0.1Te0.1,0.78
In0.9As0.9Cd0.1Te0.1,0.69
Hg0.8Cd0.2Se1,1.1
Ga0.8Sb0.8Cd0.2Te0.2,0.8
Ag0.4Cd0.2In2.4Te4,0.42
Hg0.796Cd0.204Te1,0.06
Hg0.77Cd0.23Te1,0.12
Hg0.72Cd0.28Te1,0.21
Hg0.7Cd0.3Se1,1.1
Hg0.7Cd0.3Te1,0.35
Hg0.65Cd0.35Te1,0.28
Hg0.63Cd0.37Te1,0.35
Hg0.6Cd0.4Se1,0.95
Hg0.5Cd0.5Se1,0.8
Ag0.4Cd0.5In2.2Te4,0.19
Ag0.25Cd0.5In2.25Te4,0.39
Hg0.4Cd0.6Se1,0.7
Hg0.3Cd0.7Se1,0.55
Ag0.2Cd0.75In2.1Te4,0.54
Hg0.2Cd0.8Se1,0.45
Ag0.1Cd0.8In2.1Te4,0.29
Hg0.1Cd0.9Se1,0.35
Hg0.01Cd0.99Se1,0.29
Ga0.01Sb0.01Cd0.99Te0.99,1.35
Cd1O1,2.3
Cd1Cl2,5.7
Cd1Br2,4.47
Cd1I1O3Cl1,4.3
Cd1I2,3.8
Cd1S1,2.53
Cd1S0.99Se0.01,2.4
Cd1S0.8Se0.2,2.23
