rank_test_score,param_knn__n_neighbors,param_knn__weights,param_knn__p,param_knn__metric,train_rmse,test_rmse
389,3,distance,2,chebyshev,0.012254261193514002,0.8005916314120679
389,3,distance,1,chebyshev,0.012254261193514002,0.8005916314120679
391,49,uniform,2,manhattan,0.784975348172411,0.800713670565588
391,49,uniform,1,minkowski,0.784975348172411,0.800713670565588
391,49,uniform,1,manhattan,0.784975348172411,0.800713670565588
394,33,uniform,2,euclidean,0.776535792132456,0.8008414851491638
394,33,uniform,1,euclidean,0.776535792132456,0.8008414851491638
394,33,uniform,2,minkowski,0.776535792132456,0.8008414851491638
397,85,distance,1,euclidean,0.012254261260821851,0.8011874870328887
397,85,distance,2,euclidean,0.012254261260821851,0.8011874870328887
397,85,distance,2,minkowski,0.012254261260821851,0.8011874870328887
400,51,uniform,1,minkowski,0.7870877509244298,0.8025496417716068
400,51,uniform,2,manhattan,0.7870877509244298,0.8025496417716068
400,51,uniform,1,manhattan,0.7870877509244298,0.8025496417716068
403,87,distance,2,euclidean,0.012254261263699016,0.8029769524287107
403,87,distance,2,minkowski,0.012254261263699016,0.8029769524287107
403,87,distance,1,euclidean,0.012254261263699016,0.8029769524287107
406,9,distance,2,chebyshev,0.012254261193514002,0.8033839286110244
406,9,distance,1,chebyshev,0.012254261193514002,0.8033839286110244
408,35,uniform,2,minkowski,0.7800374594815004,0.8034897745197433
408,35,uniform,1,euclidean,0.7800374594815004,0.8034897745197433
408,35,uniform,2,euclidean,0.7800374594815004,0.8034897745197433
411,53,uniform,1,manhattan,0.7886436678333788,0.8040485248087039
411,53,uniform,2,manhattan,0.7886436678333788,0.8040485248087039
411,53,uniform,1,minkowski,0.7886436678333788,0.8040485248087039
414,89,distance,2,minkowski,0.012254261266558692,0.8045344320868786
414,89,distance,2,euclidean,0.012254261266558692,0.8045344320868786
414,89,distance,1,euclidean,0.012254261266558692,0.8045344320868786
417,37,uniform,2,minkowski,0.7832090925941401,0.8055914678363326
417,37,uniform,2,euclidean,0.7832090925941401,0.8055914678363326
417,37,uniform,1,euclidean,0.7832090925941401,0.8055914678363326
420,91,distance,1,euclidean,0.012254261269473364,0.8056559203531048
420,91,distance,2,minkowski,0.012254261269473364,0.8056559203531048
420,91,distance,2,euclidean,0.012254261269473364,0.8056559203531048
423,55,uniform,1,manhattan,0.7902940641257596,0.8060349217899587
423,55,uniform,1,minkowski,0.7902940641257596,0.8060349217899587
423,55,uniform,2,manhattan,0.7902940641257596,0.8060349217899587
426,93,distance,2,minkowski,0.012254261272397999,0.8069814701090847
426,93,distance,1,euclidean,0.012254261272397999,0.8069814701090847
426,93,distance,2,euclidean,0.012254261272397999,0.8069814701090847
429,57,uniform,1,manhattan,0.7929576938538921,0.807174999617653
429,57,uniform,1,minkowski,0.7929576938538921,0.807174999617653
429,57,uniform,2,manhattan,0.7929576938538921,0.807174999617653
432,59,uniform,1,manhattan,0.7951738745482894,0.8084655104099915
432,59,uniform,1,minkowski,0.7951738745482894,0.8084655104099915
432,59,uniform,2,manhattan,0.7951738745482894,0.8084655104099915
435,39,uniform,2,minkowski,0.7865049285063428,0.8084790686842082
435,39,uniform,1,euclidean,0.7865049285063428,0.8084790686842082
435,39,uniform,2,euclidean,0.7865049285063428,0.8084790686842082
438,95,distance,1,euclidean,0.012254261275358096,0.8085918709898078
438,95,distance,2,euclidean,0.012254261275358096,0.8085918709898078
438,95,distance,2,minkowski,0.012254261275358096,0.8085918709898078
441,41,uniform,2,euclidean,0.7890375101369246,0.8097605771803952
441,41,uniform,2,minkowski,0.7890375101369246,0.8097605771803952
441,41,uniform,1,euclidean,0.7890375101369246,0.8097605771803952
444,61,uniform,1,manhattan,0.7973085474433171,0.8101193680047774
444,61,uniform,1,minkowski,0.7973085474433171,0.8101193680047774
444,61,uniform,2,manhattan,0.7973085474433171,0.8101193680047774
447,97,distance,2,euclidean,0.012254261278366308,0.810246949782617
447,97,distance,2,minkowski,0.012254261278366308,0.810246949782617
447,97,distance,1,euclidean,0.012254261278366308,0.810246949782617
450,99,distance,1,euclidean,0.012254261281480992,0.8114887708975974
450,99,distance,2,minkowski,0.012254261281480992,0.8114887708975974
450,99,distance,2,euclidean,0.012254261281480992,0.8114887708975974
453,43,uniform,1,euclidean,0.7917474539553399,0.8115945140792556
453,43,uniform,2,euclidean,0.7917474539553399,0.8115945140792556
453,43,uniform,2,minkowski,0.7917474539553399,0.8115945140792556
456,63,uniform,2,manhattan,0.7994666851305201,0.8120200186088559
456,63,uniform,1,minkowski,0.7994666851305201,0.8120200186088559
456,63,uniform,1,manhattan,0.7994666851305201,0.8120200186088559
459,45,uniform,2,euclidean,0.7942872299969094,0.8120858805200186
459,45,uniform,1,euclidean,0.7942872299969094,0.8120858805200186
459,45,uniform,2,minkowski,0.7942872299969094,0.8120858805200186
462,47,uniform,2,euclidean,0.7965502848640781,0.8127964537836425
462,47,uniform,1,euclidean,0.7965502848640781,0.8127964537836425
462,47,uniform,2,minkowski,0.7965502848640781,0.8127964537836425
465,65,uniform,2,manhattan,0.8017070894004015,0.8130551366505494
465,65,uniform,1,manhattan,0.8017070894004015,0.8130551366505494
465,65,uniform,1,minkowski,0.8017070894004015,0.8130551366505494
468,49,uniform,1,euclidean,0.7984633886213033,0.8137785163605743
468,49,uniform,2,minkowski,0.7984633886213033,0.8137785163605743
468,49,uniform,2,euclidean,0.7984633886213033,0.8137785163605743
471,67,uniform,1,minkowski,0.8033425240184171,0.8148175128182599
471,67,uniform,1,manhattan,0.8033425240184171,0.8148175128182599
471,67,uniform,2,manhattan,0.8033425240184171,0.8148175128182599
474,51,uniform,2,euclidean,0.8008241286316207,0.8150872323819582
474,51,uniform,1,euclidean,0.8008241286316207,0.8150872323819582
474,51,uniform,2,minkowski,0.8008241286316207,0.8150872323819582
477,69,uniform,1,manhattan,0.8047176907650448,0.8158184633588427
477,69,uniform,2,manhattan,0.8047176907650448,0.8158184633588427
477,69,uniform,1,minkowski,0.8047176907650448,0.8158184633588427
480,53,uniform,2,minkowski,0.8027309109005631,0.8164845349209002
480,53,uniform,1,euclidean,0.8027309109005631,0.8164845349209002
480,53,uniform,2,euclidean,0.8027309109005631,0.8164845349209002
483,11,distance,2,chebyshev,0.012254261193514002,0.8167391156930179
483,11,distance,1,chebyshev,0.012254261193514002,0.8167391156930179
485,71,uniform,1,minkowski,0.8066169371408723,0.8170361069320505
485,71,uniform,1,manhattan,0.8066169371408723,0.8170361069320505
485,71,uniform,2,manhattan,0.8066169371408723,0.8170361069320505
488,55,uniform,2,euclidean,0.8050591269613603,0.8189166851471052
488,55,uniform,1,euclidean,0.8050591269613603,0.8189166851471052
488,55,uniform,2,minkowski,0.8050591269613603,0.8189166851471052
491,73,uniform,1,minkowski,0.8081868297212585,0.8190606854345737
491,73,uniform,1,manhattan,0.8081868297212585,0.8190606854345737
491,73,uniform,2,manhattan,0.8081868297212585,0.8190606854345737
494,57,uniform,2,minkowski,0.8070642259064525,0.8204900215458081
494,57,uniform,1,euclidean,0.8070642259064525,0.8204900215458081
494,57,uniform,2,euclidean,0.8070642259064525,0.8204900215458081
497,75,uniform,1,minkowski,0.8100413517423598,0.8208606000763898
497,75,uniform,1,manhattan,0.8100413517423598,0.8208606000763898
497,75,uniform,2,manhattan,0.8100413517423598,0.8208606000763898
500,77,uniform,1,manhattan,0.8114924395876655,0.8221097408526518
500,77,uniform,2,manhattan,0.8114924395876655,0.8221097408526518
500,77,uniform,1,minkowski,0.8114924395876655,0.8221097408526518
503,59,uniform,1,euclidean,0.8093889414051202,0.8226698036762711
503,59,uniform,2,minkowski,0.8093889414051202,0.8226698036762711
503,59,uniform,2,euclidean,0.8093889414051202,0.8226698036762711
506,79,uniform,2,manhattan,0.8128904552547508,0.8229115080914561
506,79,uniform,1,minkowski,0.8128904552547508,0.8229115080914561
506,79,uniform,1,manhattan,0.8128904552547508,0.8229115080914561
509,13,distance,1,chebyshev,0.012254261193514002,0.8237806490485923
509,13,distance,2,chebyshev,0.012254261193514002,0.8237806490485923
511,81,uniform,2,manhattan,0.814471223298659,0.8245047676448478
511,81,uniform,1,minkowski,0.814471223298659,0.8245047676448478
511,81,uniform,1,manhattan,0.814471223298659,0.8245047676448478
514,61,uniform,1,euclidean,0.8116682823791426,0.8247353948932242
514,61,uniform,2,minkowski,0.8116682823791426,0.8247353948932242
514,61,uniform,2,euclidean,0.8116682823791426,0.8247353948932242
517,3,uniform,1,chebyshev,0.5466692254104658,0.8248259381003628
517,3,uniform,2,chebyshev,0.5466692254104658,0.8248259381003628
519,83,uniform,1,manhattan,0.8160572872031077,0.8263274361499355
519,83,uniform,2,manhattan,0.8160572872031077,0.8263274361499355
519,83,uniform,1,minkowski,0.8160572872031077,0.8263274361499355
522,85,uniform,1,manhattan,0.817770878402769,0.8272132687974699
522,85,uniform,1,minkowski,0.817770878402769,0.8272132687974699
522,85,uniform,2,manhattan,0.817770878402769,0.8272132687974699
525,63,uniform,1,euclidean,0.8138420195382657,0.8272289638663651
525,63,uniform,2,euclidean,0.8138420195382657,0.8272289638663651
525,63,uniform,2,minkowski,0.8138420195382657,0.8272289638663651
528,5,uniform,1,chebyshev,0.6585272453975035,0.827897204342957
528,5,uniform,2,chebyshev,0.6585272453975035,0.827897204342957
530,65,uniform,2,euclidean,0.8154522863037926,0.8285559900322045
530,65,uniform,1,euclidean,0.8154522863037926,0.8285559900322045
530,65,uniform,2,minkowski,0.8154522863037926,0.8285559900322045
533,87,uniform,1,manhattan,0.8196488048668334,0.8288220035944582
533,87,uniform,2,manhattan,0.8196488048668334,0.8288220035944582
533,87,uniform,1,minkowski,0.8196488048668334,0.8288220035944582
536,67,uniform,2,euclidean,0.8171114562154713,0.8298906902286078
536,67,uniform,2,minkowski,0.8171114562154713,0.8298906902286078
536,67,uniform,1,euclidean,0.8171114562154713,0.8298906902286078
539,89,uniform,2,manhattan,0.8215631832893375,0.8304531431785194
539,89,uniform,1,manhattan,0.8215631832893375,0.8304531431785194
539,89,uniform,1,minkowski,0.8215631832893375,0.8304531431785194
542,69,uniform,2,minkowski,0.8188053197899902,0.8305153033682108
542,69,uniform,1,euclidean,0.8188053197899902,0.8305153033682108
542,69,uniform,2,euclidean,0.8188053197899902,0.8305153033682108
545,71,uniform,2,minkowski,0.8202209273445483,0.8316418777478163
545,71,uniform,1,euclidean,0.8202209273445483,0.8316418777478163
545,71,uniform,2,euclidean,0.8202209273445483,0.8316418777478163
548,15,distance,2,chebyshev,0.012254261193514002,0.8317630805152948
548,15,distance,1,chebyshev,0.012254261193514002,0.8317630805152948
550,91,uniform,1,manhattan,0.8231900287262467,0.8319985822253192
550,91,uniform,2,manhattan,0.8231900287262467,0.8319985822253192
550,91,uniform,1,minkowski,0.8231900287262467,0.8319985822253192
553,73,uniform,2,euclidean,0.8217501339604708,0.8324584038154861
553,73,uniform,1,euclidean,0.8217501339604708,0.8324584038154861
553,73,uniform,2,minkowski,0.8217501339604708,0.8324584038154861
556,93,uniform,1,minkowski,0.8247605728302124,0.8332575674490825
556,93,uniform,2,manhattan,0.8247605728302124,0.8332575674490825
556,93,uniform,1,manhattan,0.8247605728302124,0.8332575674490825
559,75,uniform,2,euclidean,0.8232227038501454,0.8338190028605191
559,75,uniform,1,euclidean,0.8232227038501454,0.8338190028605191
559,75,uniform,2,minkowski,0.8232227038501454,0.8338190028605191
562,95,uniform,1,manhattan,0.8260600863016381,0.8345119544375916
562,95,uniform,2,manhattan,0.8260600863016381,0.8345119544375916
562,95,uniform,1,minkowski,0.8260600863016381,0.8345119544375916
565,77,uniform,1,euclidean,0.8248458813611806,0.8354547573036543
565,77,uniform,2,euclidean,0.8248458813611806,0.8354547573036543
565,77,uniform,2,minkowski,0.8248458813611806,0.8354547573036543
568,97,uniform,2,manhattan,0.8273483261329675,0.8356887868321357
568,97,uniform,1,manhattan,0.8273483261329675,0.8356887868321357
568,97,uniform,1,minkowski,0.8273483261329675,0.8356887868321357
571,99,uniform,1,minkowski,0.8284041560596469,0.8366502115657319
571,99,uniform,2,manhattan,0.8284041560596469,0.8366502115657319
571,99,uniform,1,manhattan,0.8284041560596469,0.8366502115657319
574,17,distance,2,chebyshev,0.012254261193514002,0.8369766369925808
574,17,distance,1,chebyshev,0.012254261193514002,0.8369766369925808
576,79,uniform,1,euclidean,0.8264954997432726,0.8372936351791344
576,79,uniform,2,euclidean,0.8264954997432726,0.8372936351791344
576,79,uniform,2,minkowski,0.8264954997432726,0.8372936351791344
579,81,uniform,2,minkowski,0.8282054118345277,0.8386968881762542
579,81,uniform,1,euclidean,0.8282054118345277,0.8386968881762542
579,81,uniform,2,euclidean,0.8282054118345277,0.8386968881762542
582,83,uniform,1,euclidean,0.8299694296443446,0.8406395297143971
582,83,uniform,2,euclidean,0.8299694296443446,0.8406395297143971
582,83,uniform,2,minkowski,0.8299694296443446,0.8406395297143971
585,85,uniform,2,euclidean,0.8316344714091911,0.8413350405578508
585,85,uniform,1,euclidean,0.8316344714091911,0.8413350405578508
585,85,uniform,2,minkowski,0.8316344714091911,0.8413350405578508
588,7,uniform,1,chebyshev,0.7136877051827625,0.84223812557559
588,7,uniform,2,chebyshev,0.7136877051827625,0.84223812557559
590,87,uniform,1,euclidean,0.8334377189800897,0.8429975248759073
590,87,uniform,2,minkowski,0.8334377189800897,0.8429975248759073
590,87,uniform,2,euclidean,0.8334377189800897,0.8429975248759073
593,89,uniform,2,euclidean,0.8350342477319316,0.844521741021342
593,89,uniform,1,euclidean,0.8350342477319316,0.844521741021342
593,89,uniform,2,minkowski,0.8350342477319316,0.844521741021342
596,91,uniform,1,euclidean,0.8366875539060236,0.8455070772797331
596,91,uniform,2,minkowski,0.8366875539060236,0.8455070772797331
596,91,uniform,2,euclidean,0.8366875539060236,0.8455070772797331
599,19,distance,1,chebyshev,0.012254261193514002,0.8457670321220737
599,19,distance,2,chebyshev,0.012254261193514002,0.8457670321220737
601,93,uniform,2,euclidean,0.8380683218346678,0.8466460824906324
601,93,uniform,2,minkowski,0.8380683218346678,0.8466460824906324
601,93,uniform,1,euclidean,0.8380683218346678,0.8466460824906324
604,95,uniform,2,euclidean,0.8395004331960289,0.8482639978720817
604,95,uniform,2,minkowski,0.8395004331960289,0.8482639978720817
604,95,uniform,1,euclidean,0.8395004331960289,0.8482639978720817
607,97,uniform,2,euclidean,0.8408269358759161,0.8498562442626837
607,97,uniform,1,euclidean,0.8408269358759161,0.8498562442626837
607,97,uniform,2,minkowski,0.8408269358759161,0.8498562442626837
610,99,uniform,2,minkowski,0.8420230682677455,0.8509789972859069
610,99,uniform,1,euclidean,0.8420230682677455,0.8509789972859069
610,99,uniform,2,euclidean,0.8420230682677455,0.8509789972859069
613,9,uniform,2,chebyshev,0.7533665727830086,0.8524707510384406
613,9,uniform,1,chebyshev,0.7533665727830086,0.8524707510384406
615,21,distance,2,chebyshev,0.012254261193514002,0.8538793780499415
615,21,distance,1,chebyshev,0.012254261193514002,0.8538793780499415
617,23,distance,1,chebyshev,0.012254261193514002,0.8600938297427541
617,23,distance,2,chebyshev,0.012254261193514002,0.8600938297427541
619,25,distance,2,chebyshev,0.012254261193514002,0.8632849878727218
619,25,distance,1,chebyshev,0.012254261193514002,0.8632849878727218
621,11,uniform,2,chebyshev,0.7824475246233085,0.8673478596542881
621,11,uniform,1,chebyshev,0.7824475246233085,0.8673478596542881
623,27,distance,2,chebyshev,0.012254261193514002,0.8683745393156237
623,27,distance,1,chebyshev,0.012254261193514002,0.8683745393156237
625,29,distance,1,chebyshev,0.012254261193514002,0.8741878942247506
625,29,distance,2,chebyshev,0.012254261193514002,0.8741878942247506
627,13,uniform,2,chebyshev,0.8052382348720252,0.874363264837353
627,13,uniform,1,chebyshev,0.8052382348720252,0.874363264837353
629,31,distance,2,chebyshev,0.012254261193514002,0.8791516359013419
629,31,distance,1,chebyshev,0.012254261193514002,0.8791516359013419
631,33,distance,1,chebyshev,0.012254261193514002,0.8814039427333845
631,33,distance,2,chebyshev,0.012254261193514002,0.8814039427333845
633,15,uniform,2,chebyshev,0.8213340981320849,0.8828560014373392
633,15,uniform,1,chebyshev,0.8213340981320849,0.8828560014373392
635,35,distance,1,chebyshev,0.012254261193514002,0.8835611623470375
635,35,distance,2,chebyshev,0.012254261193514002,0.8835611623470375
637,17,uniform,2,chebyshev,0.8333788439998905,0.8870631608343796
637,17,uniform,1,chebyshev,0.8333788439998905,0.8870631608343796
639,37,distance,2,chebyshev,0.012254261193514002,0.8875658261945609
639,37,distance,1,chebyshev,0.012254261193514002,0.8875658261945609
641,39,distance,1,chebyshev,0.012254261193514002,0.8922073070785955
641,39,distance,2,chebyshev,0.012254261193514002,0.8922073070785955
643,19,uniform,2,chebyshev,0.8459910409923642,0.8966406340659259
643,19,uniform,1,chebyshev,0.8459910409923642,0.8966406340659259
645,41,distance,2,chebyshev,0.012254261193514002,0.8969750918663784
645,41,distance,1,chebyshev,0.012254261193514002,0.8969750918663784
647,43,distance,2,chebyshev,0.012254261193514002,0.899592859888459
647,43,distance,1,chebyshev,0.012254261193514002,0.899592859888459
649,45,distance,1,chebyshev,0.012254261193514002,0.9024548898854865
649,45,distance,2,chebyshev,0.012254261193514002,0.9024548898854865
651,21,uniform,2,chebyshev,0.8569939081139326,0.9051782469510962
651,21,uniform,1,chebyshev,0.8569939081139326,0.9051782469510962
653,47,distance,2,chebyshev,0.012254261193514002,0.9070087746991947
653,47,distance,1,chebyshev,0.012254261193514002,0.9070087746991947
655,49,distance,1,chebyshev,0.012254261193514002,0.9087680219827546
655,49,distance,2,chebyshev,0.012254261193514002,0.9087680219827546
657,51,distance,1,chebyshev,0.012254261193514002,0.9122584850509864
657,51,distance,2,chebyshev,0.012254261193514002,0.9122584850509864
659,23,uniform,2,chebyshev,0.867232372613113,0.9123331737085598
659,23,uniform,1,chebyshev,0.867232372613113,0.9123331737085598
661,25,uniform,2,chebyshev,0.8746727041482525,0.9139462384497234
661,25,uniform,1,chebyshev,0.8746727041482525,0.9139462384497234
663,53,distance,2,chebyshev,0.012254261193514002,0.9147874419808223
663,53,distance,1,chebyshev,0.012254261193514002,0.9147874419808223
665,55,distance,2,chebyshev,0.012254261193514002,0.9180720905956756
665,55,distance,1,chebyshev,0.012254261193514002,0.9180720905956756
667,27,uniform,2,chebyshev,0.881659800430967,0.9184185115306135
667,27,uniform,1,chebyshev,0.881659800430967,0.9184185115306135
669,57,distance,1,chebyshev,0.012254261193514002,0.9192007064524282
669,57,distance,2,chebyshev,0.012254261193514002,0.9192007064524282
671,59,distance,1,chebyshev,0.012254261193514002,0.9223504604269072
671,59,distance,2,chebyshev,0.012254261193514002,0.9223504604269072
673,29,uniform,2,chebyshev,0.8885262364343766,0.9245543486312279
673,29,uniform,1,chebyshev,0.8885262364343766,0.9245543486312279
675,61,distance,2,chebyshev,0.012254261193514002,0.9256640634704298
675,61,distance,1,chebyshev,0.012254261193514002,0.9256640634704298
677,63,distance,1,chebyshev,0.012254261193514002,0.9283327398548243
677,63,distance,2,chebyshev,0.012254261193514002,0.9283327398548243
679,31,uniform,2,chebyshev,0.8947009011223848,0.9288512078684792
679,31,uniform,1,chebyshev,0.8947009011223848,0.9288512078684792
681,33,uniform,2,chebyshev,0.8999060868442178,0.930682375331844
681,33,uniform,1,chebyshev,0.8999060868442178,0.930682375331844
683,65,distance,2,chebyshev,0.012254261193514002,0.931134776538585
683,65,distance,1,chebyshev,0.012254261193514002,0.931134776538585
685,35,uniform,2,chebyshev,0.9052307366662944,0.9321271336854724
685,35,uniform,1,chebyshev,0.9052307366662944,0.9321271336854724
687,67,distance,2,chebyshev,0.012254261193514002,0.9333685726233709
687,67,distance,1,chebyshev,0.012254261193514002,0.9333685726233709
689,69,distance,1,chebyshev,0.012254261193514002,0.934961889150523
689,69,distance,2,chebyshev,0.012254261193514002,0.934961889150523
691,37,uniform,2,chebyshev,0.909194170593935,0.9352566046810423
691,37,uniform,1,chebyshev,0.909194170593935,0.9352566046810423
693,71,distance,2,chebyshev,0.012254261193514002,0.9363126119650893
693,71,distance,1,chebyshev,0.012254261193514002,0.9363126119650893
695,73,distance,1,chebyshev,0.012254261193514002,0.9379568577497118
695,73,distance,2,chebyshev,0.012254261193514002,0.9379568577497118
697,39,uniform,1,chebyshev,0.9146778734041422,0.94013808764767
697,39,uniform,2,chebyshev,0.9146778734041422,0.94013808764767
699,75,distance,2,chebyshev,0.012254261193514002,0.9407099321718689
699,75,distance,1,chebyshev,0.012254261193514002,0.9407099321718689
701,77,distance,1,chebyshev,0.012254261193514002,0.943326805153976
701,77,distance,2,chebyshev,0.012254261193514002,0.943326805153976
703,79,distance,2,chebyshev,0.012254261193514002,0.9444592046367144
703,79,distance,1,chebyshev,0.012254261193514002,0.9444592046367144
705,41,uniform,1,chebyshev,0.9187155015123626,0.9448131966068369
705,41,uniform,2,chebyshev,0.9187155015123626,0.9448131966068369
707,81,distance,1,chebyshev,0.012254261193514002,0.9460853561683459
707,81,distance,2,chebyshev,0.012254261193514002,0.9460853561683459
709,83,distance,1,chebyshev,0.012254261193514002,0.9474325695015228
709,83,distance,2,chebyshev,0.012254261193514002,0.9474325695015228
711,43,uniform,1,chebyshev,0.9227465272482208,0.9475056868816836
711,43,uniform,2,chebyshev,0.9227465272482208,0.9475056868816836
713,85,distance,2,chebyshev,0.012254261193514002,0.9495374002338731
713,85,distance,1,chebyshev,0.012254261193514002,0.9495374002338731
715,45,uniform,1,chebyshev,0.9274357520608132,0.950173775889662
715,45,uniform,2,chebyshev,0.9274357520608132,0.950173775889662
717,87,distance,2,chebyshev,0.012254261193514002,0.9513810923025281
717,87,distance,1,chebyshev,0.012254261193514002,0.9513810923025281
719,89,distance,1,chebyshev,0.012254261193514002,0.9529574712158063
719,89,distance,2,chebyshev,0.012254261193514002,0.9529574712158063
721,47,uniform,2,chebyshev,0.931476152111231,0.9543606319756872
721,47,uniform,1,chebyshev,0.931476152111231,0.9543606319756872
723,91,distance,1,chebyshev,0.012254261193514002,0.9546990715704546
723,91,distance,2,chebyshev,0.012254261193514002,0.9546990715704546
725,93,distance,1,chebyshev,0.012254261193514002,0.9552586302371597
725,93,distance,2,chebyshev,0.012254261193514002,0.9552586302371597
727,49,uniform,2,chebyshev,0.934910584623065,0.9553745914860149
727,49,uniform,1,chebyshev,0.934910584623065,0.9553745914860149
729,95,distance,1,chebyshev,0.012254261193514002,0.9571556773198759
729,95,distance,2,chebyshev,0.012254261193514002,0.9571556773198759
731,51,uniform,2,chebyshev,0.9386873064453489,0.9586248640860988
731,51,uniform,1,chebyshev,0.9386873064453489,0.9586248640860988
733,97,distance,2,chebyshev,0.012254261193514002,0.9586787011117465
733,97,distance,1,chebyshev,0.012254261193514002,0.9586787011117465
735,99,distance,2,chebyshev,0.012254261193514002,0.9602698962918826
735,99,distance,1,chebyshev,0.012254261193514002,0.9602698962918826
737,53,uniform,2,chebyshev,0.9417051683978783,0.9604353649756507
737,53,uniform,1,chebyshev,0.9417051683978783,0.9604353649756507
739,55,uniform,2,chebyshev,0.9454647168746699,0.9635741365321208
739,55,uniform,1,chebyshev,0.9454647168746699,0.9635741365321208
741,57,uniform,2,chebyshev,0.9481198928532215,0.9642596742478742
741,57,uniform,1,chebyshev,0.9481198928532215,0.9642596742478742
743,59,uniform,2,chebyshev,0.9502360016734728,0.9671325986873348
743,59,uniform,1,chebyshev,0.9502360016734728,0.9671325986873348
745,61,uniform,2,chebyshev,0.9527643199244555,0.9704207172004571
745,61,uniform,1,chebyshev,0.9527643199244555,0.9704207172004571
747,63,uniform,2,chebyshev,0.9559433430512617,0.9728220213050424
747,63,uniform,1,chebyshev,0.9559433430512617,0.9728220213050424
749,65,uniform,2,chebyshev,0.9586982505006365,0.9756319547031362
749,65,uniform,1,chebyshev,0.9586982505006365,0.9756319547031362
751,67,uniform,2,chebyshev,0.9603601037878902,0.977740285066892
751,67,uniform,1,chebyshev,0.9603601037878902,0.977740285066892
753,69,uniform,2,chebyshev,0.9627352777461073,0.9788118509645809
753,69,uniform,1,chebyshev,0.9627352777461073,0.9788118509645809
755,71,uniform,1,chebyshev,0.9659227188214117,0.9805188574191515
755,71,uniform,2,chebyshev,0.9659227188214117,0.9805188574191515
757,73,uniform,1,chebyshev,0.9682267969934565,0.9822893349435466
757,73,uniform,2,chebyshev,0.9682267969934565,0.9822893349435466
759,75,uniform,1,chebyshev,0.9712273485245329,0.9851540481596235
759,75,uniform,2,chebyshev,0.9712273485245329,0.9851540481596235
761,77,uniform,1,chebyshev,0.973624427697326,0.9875201224707231
761,77,uniform,2,chebyshev,0.973624427697326,0.9875201224707231
763,79,uniform,1,chebyshev,0.9751674444732128,0.9883467716675749
763,79,uniform,2,chebyshev,0.9751674444732128,0.9883467716675749
765,81,uniform,1,chebyshev,0.9775646842259516,0.9898386261817715
765,81,uniform,2,chebyshev,0.9775646842259516,0.9898386261817715
767,83,uniform,1,chebyshev,0.9791957940718264,0.9912423902313169
767,83,uniform,2,chebyshev,0.9791957940718264,0.9912423902313169
769,85,uniform,1,chebyshev,0.9812238207732629,0.9935684535744032
769,85,uniform,2,chebyshev,0.9812238207732629,0.9935684535744032
771,87,uniform,2,chebyshev,0.9830517337227003,0.995245616805816
771,87,uniform,1,chebyshev,0.9830517337227003,0.995245616805816
773,89,uniform,2,chebyshev,0.9848746396488882,0.9965410583218132
773,89,uniform,1,chebyshev,0.9848746396488882,0.9965410583218132
775,93,uniform,2,chebyshev,0.9878073579869016,0.9982380879674219
775,93,uniform,1,chebyshev,0.9878073579869016,0.9982380879674219
777,91,uniform,2,chebyshev,0.986526957162063,0.9982687161648279
777,91,uniform,1,chebyshev,0.986526957162063,0.9982687161648279
779,95,uniform,2,chebyshev,0.98935330688792,0.9998956924116369
779,95,uniform,1,chebyshev,0.98935330688792,0.9998956924116369
781,97,uniform,2,chebyshev,0.9907131674583798,1.0011757992197863
781,97,uniform,1,chebyshev,0.9907131674583798,1.0011757992197863
783,99,uniform,1,chebyshev,0.9918796159913245,1.0025427319450864
783,99,uniform,2,chebyshev,0.9918796159913245,1.0025427319450864
